"id","name_tc","description_tc","slug"
"68","美國-消費者物價細項[CPI](年增率)","美國消費者物價主要組成項目佔比：

1.  食品飲料（13 ~ 15％）
2.  房屋（30 ~ 40%，包含房租）
3.  衣著服飾（2 ~ 3％）
4.  醫療健保（7 ~ 9％）
5.  能源（6 ~ 8％）
6.  新車（3 ~ 5%）
7.  二手車（2 ~ 3%）
8.  交通運輸服務（5 ~ 6%）
9. 休閒娛樂（3 ~ 5%）
10. 教育通訊（6 ~ 7%）

「年增率」是直接比較去年同期的數值，除了可以排除部分季節性因素外，相對「月增率」能較穩定反映商品價格實際趨勢。","cpi-items"
"70","美國-ISM製造業指數-細項[ManufacturiPMI]","美國供應管理協會（Institute for Supply Management，ISM）每月針對製造業採購經理人進行問卷調查，內容包括新訂單、生產、僱傭指數、供應商交貨、存貨、客戶端存貨、價格、出口、未完成訂單、原物料輸入等 10 項指標，最後匯整成製造業採購經理人指數（Purchasing Managements' Index，PMI）。

每個細項回答的人數計算方式：（認為更好的人數 / 總人數）x 1 +（認為持平的人數 / 總人數）x 0.5 +（認為變差的人數 / 總人數）x 0 。","ism-items"
"71","美國-ISM服務業指數[Services PMI]細項","美國供應管理協會（Institute for Supply Management, ISM）每月針對服務業採購經理人進行問卷調查，內容包括商業活動、新訂單、僱傭指數、供應商交貨、存貨、原物料價格、未完成訂單、新出口訂單、原物料進口、庫存景氣等十項指標，最後匯整成服務業指數（Services PMI）。

每個細項回答的人數計算方式：（認為更好的人數 / 總人數）*1 +（認為持平的人數 / 總人數）*0.5 +（認為變差的人數 / 總人數）*0","ism-nonmanu-items"
"72","美元指數","美元指數在美國州際交易所（ICE）交易，由美元對 6 個主要國際貨幣（歐元占比 57.6% 、日圓 13.6% 、英鎊 11.9% 、加幣 9.1% 、瑞典克朗 4.2% 、瑞士法郎 3.6%）的匯率，進行加權幾何平均計算而來，反映全球資金流出、入美國（美元）的趨勢。","us-dollar-index-mid14"
"73","黃金期貨","黃金與美元通常呈現反向，在美國升息與通膨因素的拉扯下，黃金走勢震盪。","gold-futures-mid14"
"74","WTI西德州原油","WTI 輕質原油期貨（CL）是紐約商品交易所（NYMEX）推出的原油期貨合約，交易標的為美國西德克薩斯低硫輕質原油，「輕質」係指黏稠度和硫含量低，適合提煉成汽油和柴油。由於是在美國進行開採和混煉，因此其價格主要反應美國原油供需狀況。
WTI 西德州輕原油期貨採「實物交割」，需在合約到期時買進或是賣出原油現貨，交割地位於美國奧克拉荷馬州庫欣地區（Cushing），合約規格為 1000 桶，以美元計價交易。","crude-oil-futures-mid14"
"75","美國-10年期公債殖利率","10 年期公債殖利率代表著短天期的利率+市場對未來經濟與通膨的預期。10 年期公債殖利率走揚，代表市場對未來景氣與通膨持續看好。","10-year-bond-yield-us-mid14"
"76","美國-2年期公債殖利率","2 年期公債殖利率代表短天期利率，受聯準會升降息影響大，當預期聯準會升息時，殖利率將跟隨走高，反之亦然。","2-year-bond-yield-us"
"77","美國-FedWatch升降息機率","FedWatch 是一個工具網站，利用芝商所（CME Group）公佈的 30 天期聯邦基金期貨價格，預測未來聯準會升降息的機率，其價格反映市場對聯邦基金有效利率水平的預期。

M平方將 FedWatch 運算下次聯準會會議的升降息機率進行統整，編製此圖表供投資人觀察。","probability-fed-rate-hike"
"78","美國-零售銷售分項(月增率)","零售銷售可拆解成兩個細項：35% 的「耐久財」、 65% 的「非耐久財」。主要項目佔比如下：

1. 汽車（20 ~ 22%）
2. 食品飲料（10 ~ 15%）
3. 百貨業（10 ~ 13%）
4. 餐飲業（11 ~ 12%）
5. 電子商務（9 ~ 11%）
6. 加油站（8 ~ 10%）

汽車佔比最高，是評估美國經濟的關鍵風向球。此外，近年電子商務成長快速，絕對值及佔比亦不斷上升，須特別留意。

註：本圖組為月增率，容易受到季節性因素影響，建議搭配年增率判斷更為準確。","retail-sales-items-monthly"
"79","台灣-景氣對策信號","景氣對策信號燈由國發會發佈，是用來推測未來景氣的一種方式，其由九種經濟指標組成，分別為貨幣總計數 M1B 、股價指數、工業生產指數、工業及服務業加班工時、 海關出口值、機械及電機設備進口值、製造業銷售量指數、製造業營業氣候測驗點、以及批發、零售及餐飲業營業額變動率。

註 1：本圖表年增資料與國發會的資料有落差，主因為國發會將原始值再進行季節調整、去趨勢以及平滑化處理而合成，但僅原始值有公開。
燈號含義：
1. 紅燈：38 ～  45 分，景氣過熱。
2. 黃紅燈：32 ～ 37 分，景氣活絡。
3. 綠燈：23 ～ 31 分，景氣穩定。
4. 黃藍燈：17 ～ 22 分，景氣欠佳。
5. 藍燈：9 ～ 16，景氣低迷。

註 1：2024/3/4 公佈新版景氣指標中，同時指標及景氣燈號中以「工業及服務業加班工時」取代「非農業部門就業人數」，落後指標中以「五大銀行新承做放款平均利率」取代「金融業隔夜拆款利率」，領先指標的構成項目維持不變。
註 2：本圖表年增資料與國發會的資料有落差，主因為國發會將原始值再進行季節調整、去趨勢以及平滑化處理而合成，但僅原始值有公開。","tw-monitoring-indicators"
"80","韓圜vs.台幣","南韓出口佔其 GDP 將近五成，國際貿易為主要經濟支柱，其中電子產業佔其出口總額約 39%，為台灣出口商在國際貿易市場上主要競爭國。

韓圜與台幣牽動韓國出口商與台灣出口商競爭價格，為了保持出口價格競爭優勢，台幣與韓圜走勢呈現亦步亦趨。","krw-ntd"
"81","台灣-領先指標vs.GDP","台灣領先指標具領先景氣變動之性質，可預測未來景氣之變動，由外銷訂單動向指數（以家數計）、實質貨幣總計數 M1B 、股價指數、工業及服務業受僱員工淨進入率、建築物開工樓地板面積（住宅、商辦、工業倉儲等）、實質半導體設備進口值，及製造業營業氣候測驗點等 7 項構成項目組成，具領先景氣波動性質，可用來預測未來景氣之變動。

過去 15 年，當台灣領先指標數值滑落 100 以下時，GDP 成長皆出現明顯滑落甚至衰退，大約領先 1 ~ 2 季。","tw-leading-oecd-gdp"
"82","台灣-景氣落後除領先指標","景氣領先指標指具有領先景氣變動性質之指標，其轉折點常先於景氣循環轉折點發生。臺灣領先指標由外銷訂單動向指數（以家數計）、實質貨幣總計數 M1B 、股價指數、工業及服務業受僱員工淨進入率、建築物開工樓地板面積（住宅、商辦、工業倉儲）、實質半導體設備進口值，及製造業營業氣候測驗點等 7 項構成項目組成，每月由國發會編製、發布。因指標具領先景氣變動之性質，可預測未來景氣之變動。

景氣落後指標指具落後景氣變動性質之指標，其轉折點常落後於景氣循環轉折點。臺灣落後指標由失業率、製造業單位產出勞動成本指數、五大銀行新承做放款平均利率、全體金融機構放款與投資、製造業存貨價值等 5 項構成項目組成，每月由國發會編製、發布，可用在驗證過去領先、同時指標走勢是否正確。

根據過去大多數的經驗，落後和領先指標的比值可觀察景氣榮枯。

當落後和領先指標比值往上，表示景氣將自高峰反轉向下。
當落後和領先指標比值往下，表示景氣將自低檔反轉向上。

註：2024/3/4 公佈新版景氣指標中，同時指標及景氣燈號中以「工業及服務業加班工時」取代「非農業部門就業人數」，落後指標中以「五大銀行新承做放款平均利率」取代「金融業隔夜拆款利率」，領先指標的構成項目維持不變。","tw-oecd"
"83","台灣-景氣對策信號細項(年增率)","景氣對策信號燈由國發會發佈，是用來推測未來景氣的一種方式，其由九種經濟指標組成，分別為貨幣總計數 M1B 、股價指數、工業生產指數、工業及服務業加班工時、 海關出口值、機械及電機設備進口值、製造業銷售量指數、製造業營業氣候測驗點、以及批發、零售及餐飲業營業額變動率。除製造業營業氣候測驗點外，此八項指標均以觀察成長率為主。

註 1：本圖表年增資料與國發會的資料有落差，主因為國發會將原始值再進行季節調整、去趨勢以及平滑化處理而合成，但僅原始值有公開。
註 2：此圖的海關出口值原始值為「台幣計價」。
註 3：2024/3/4 公佈新版景氣指標中，同時指標及景氣燈號中以「工業及服務業加班工時」取代「非農業部門就業人數」，落後指標中以「五大銀行新承做放款平均利率」取代「金融業隔夜拆款利率」，領先指標的構成項目維持不變。","tw-monitoring-indicators-items"
"85","美國-企業稅後獲利","股價最根本就是反映公司的獲利，企業稅後獲利代表整體美國公司的獲利狀況，與標普 500 相關係數呈現高度正相關。","corporate-profit"
"86","美國-零售銷售","美國零售銷售額（Retail Sales）是由美國商務部普查局（U.S. Census Bureau）隨機抽樣 12,000 家企業所做的統計調查，於每月月中公佈前月數字。

由於消費佔美國 GDP 比重高達七成，且零售銷售又佔消費比重達四成，因此可藉由零售銷售額判斷美國整體消費力道。

美國零售銷售額可拆解成兩個細項：分別為 35% 的「耐久財」與 65% 的「非耐久財」。主要項目佔比如下：

1. 汽車（20 ~ 22%）
2. 食品飲料（10 ~ 15%）
3. 百貨業（10 ~ 13%）
4. 餐飲業（11 ~ 12%）
5. 電子商務（9 ~ 11%）
6. 加油站（8 ~ 10%）

觀察時，宜注意下列三項重點：

1. 汽車佔整體零售銷售比重約 20 ~ 22%，因此可作為評估美國經濟的關鍵風向球。

2. 能源佔整體零售銷售額的加油站比重為 8 ~ 10%，其價格波動幅度大，建議觀察時宜排除此項數據，更符合現況。

3. 近年電子商務成長快速，佔整體零售銷售額比重為 9 ~ 11%，因統計數據涵蓋全美，對於觀察電商成長榮枯非常重要。

註：GDP 消費中，另有六成為服務業銷售，多由個人消費支出（PCE）來推估，此數據在零售銷售額公佈後 2 週發佈，建議可同步關注。","retail-sales"
